PDBCode,Pose/decoy,Pose name,Label,MB_pred,MB_prob,MO_pred,MO_prob
3ibn,decoy,3ibn_decoy_5_pose_1,0,0,0.24115612703463085,0,0.0009541984732824427
3ar5,decoy,3ar5_decoy_5_pose_3,0,0,0.37418126953436925,0,0.017493638676844784
3zlr,decoy,3zlr_decoy_6_pose_2,0,0,0.395230177360459,0,0.042661759360232636
3f70,pose,3f70_pose_1,0,0,0.28435821851234844,0,0.035496183206106875
3f70,pose,3f70_pose_2,0,0,0.33560071541821973,0,0.04079880043620501
3f70,pose,3f70_pose_3,0,0,0.4100918798080426,0,0.08182024718284261
3f70,pose,3f70_pose_14,1,0,0.417028102330741,0,0.10458469647400946
5qa8,decoy,5qa8_decoy_8_pose_2,0,0,0.325969108933611,0,0.008905852417302799
5e7n,decoy,5e7n_decoy_2_pose_1,0,0,0.367631704426259,0,0.10863322428207926
3hy9,pose,3hy9_pose_1,1,1,0.6641725352112678,0,0.3529443838604144
3hy9,pose,3hy9_pose_2,1,1,0.6392312206572771,0,0.2883587786259542
3hy9,pose,3hy9_pose_3,0,1,0.576731220657277,0,0.17674027626317704
3hy9,pose,3hy9_pose_4,0,1,0.5943368544600939,0,0.1931434023991276
5g1z,decoy,5g1z_decoy_9_pose_3,0,0,0.4002347417840375,0,0.14529262086513994
3hy9,pose,3hy9_pose_7,0,1,0.6203051643192489,0,0.22793529625590692
5dqe,pose,5dqe_pose_1,0,0,0.21765675713775715,0,0.12086513994910941
5e7n,decoy,5e7n_decoy_3_pose_5,0,0,0.44996592457973655,0,0.10541166848418758
3hy9,pose,3hy9_pose_11,1,1,0.5915684991273996,0,0.19585150854234826
5dqe,pose,5dqe_pose_3,0,0,0.27780513238414706,0,0.1608869501999273
5dqe,pose,5dqe_pose_4,0,0,0.3430793091884642,0,0.14223918575063613
4m0f,decoy,4m0f_decoy_7_pose_1,0,0,0.3804996290930453,0,0.1599707544364032
3nj4,decoy,3nj4_decoy_6_pose_3,0,0,0.2715077676845387,0,0.013613231552162848
5oh7,decoy,5oh7_decoy_9_pose_2,0,0,0.35015894233402384,0,0.08175663395129044
2nt7,decoy,2nt7_decoy_7_pose_4,0,0,0.38562164287446205,0,0.038604143947655406
4hwp,pose,4hwp_pose_1,1,1,0.6288145539906103,0,0.45759117896522483
4hwp,pose,4hwp_pose_5,0,0,0.351516435864939,0,0.09333424209378408
4hwp,pose,4hwp_pose_7,0,0,0.3887801042148473,0,0.10049375984490488
4hwp,pose,4hwp_pose_9,0,0,0.296945035315172,0,0.0640403489640131
1add,decoy,1add_decoy_9_pose_2,0,0,0.3143529501686222,0,0.03342420937840785
3m36,decoy,3m36_decoy_1_pose_4,0,0,0.49867957746478864,0,0.09377347631164425
5cy9,pose,5cy9_pose_1,0,0,0.4630281690140845,0,0.21551254089422028
5cy9,pose,5cy9_pose_2,0,0,0.4055164319248826,0,0.1640539803707743
5cy9,pose,5cy9_pose_3,0,0,0.39862089201877937,0,0.19940930570701562
1a9m,decoy,1a9m_decoy_7_pose_1,0,0,0.3955399061032865,0,0.08892069550466498
5cy9,pose,5cy9_pose_11,1,1,0.7015845070422536,0,0.3796528535078153
5cy9,pose,5cy9_pose_17,1,1,0.7714201877934271,0,0.48776808433296975
3hb5,decoy,3hb5_decoy_5_pose_1,0,0,0.3976542281629885,0,0.03716830243547801
4q1x,decoy,4q1x_decoy_9_pose_4,0,1,0.5016138497652581,0,0.03193384223918575
2ewb,decoy,2ewb_decoy_8_pose_1,0,0,0.31370576121896543,0,0.0031806615776081423
5th4,pose,5th4_pose_3,0,0,0.32786404546392467,0,0.10842420937840783
5th4,pose,5th4_pose_6,0,0,0.09104223477087932,0,0.010432569974554707
5th4,pose,5th4_pose_10,0,0,0.42301869154697486,0,0.17754452926208644
5th4,pose,5th4_pose_11,0,0,0.1040744216298924,0,0.0066157760814249365
3s77,decoy,3s77_decoy_3_pose_4,0,0,0.33617785998547045,0,0.025327153762268267
5th4,pose,5th4_pose_15,0,0,0.08411840468867166,0,0.011068702290076336
2ya8,decoy,2ya8_decoy_6_pose_3,0,0,0.2764869294202759,0,0.003816793893129771
1e1x,decoy,1e1x_decoy_3_pose_4,0,0,0.22541765323364807,0,0.0
5anv,decoy,5anv_decoy_2_pose_4,0,0,0.4604692549234801,0,0.10936932024718285
1yc5,pose,1yc5_pose_3,0,0,0.16010036268265804,0,0.017811704834605598
1yc5,pose,1yc5_pose_4,0,0,0.07624520287970325,0,0.007633587786259542
1yc5,pose,1yc5_pose_5,0,0,0.19845243926016126,0,0.01265903307888041
1yc5,pose,1yc5_pose_8,0,0,0.05725781862289926,0,0.0006361323155216284
1yc5,pose,1yc5_pose_12,0,0,0.1667871198045474,0,0.020038167938931296
4ge1,decoy,4ge1_decoy_5_pose_1,0,0,0.3865766277309107,0,0.06933842239185752
2xd9,decoy,2xd9_decoy_7_pose_1,0,0,0.39299765258215974,0,0.10553435114503815
4ad3,decoy,4ad3_decoy_9_pose_1,0,0,0.4067334080021207,0,0.1305161759360233
5flq,decoy,5flq_decoy_4_pose_4,0,0,0.3870224869121819,0,0.16704834605597968
5mrp,decoy,5mrp_decoy_2_pose_2,0,0,0.15100793093206433,0,0.019635284139100935
5exn,decoy,5exn_decoy_2_pose_1,0,0,0.2638706710794404,0,0.0
1sb1,decoy,1sb1_decoy_8_pose_2,0,0,0.31012659289067745,0,0.03311523082515449
1f5l,decoy,1f5l_decoy_5_pose_5,0,0,0.12633270343957448,0,0.0
3aas,pose,3aas_pose_3,0,1,0.6099151852497441,0,0.4447246455834242
3aas,pose,3aas_pose_5,0,1,0.6543277121169818,0,0.4797164667393675
3aas,pose,3aas_pose_7,0,1,0.644385978794113,1,0.501376772082879
1hpo,decoy,1hpo_decoy_10_pose_4,0,0,0.3758483056458407,0,0.0
3aas,pose,3aas_pose_8,0,0,0.13162172355328075,0,0.0050890585241730275
3aas,pose,3aas_pose_9,0,0,0.07752921329362102,0,0.006997455470737914
3aas,pose,3aas_pose_10,0,0,0.16969522022065434,0,0.02256452199200291
3gkz,decoy,3gkz_decoy_9_pose_1,0,0,0.2689529118716508,0,0.01976251060220526
4rpn,decoy,4rpn_decoy_9_pose_4,0,1,0.5135132028731529,0,0.08126135950563432
5dxt,decoy,5dxt_decoy_8_pose_2,0,1,0.562793427230047,0,0.15099357809281472
1f3f,decoy,1f3f_decoy_9_pose_3,0,0,0.4049295774647888,0,0.07858960378044347
2xog,decoy,2xog_decoy_10_pose_5,0,0,0.32529108187405803,0,0.01590330788804071
1m6p,decoy,1m6p_decoy_9_pose_2,0,0,0.35436442994005757,0,0.022519083969465645
4avs,decoy,4avs_decoy_3_pose_5,0,0,0.1135235650559408,0,0.0015267175572519084
4q93,decoy,4q93_decoy_2_pose_1,0,0,0.28539102128409416,0,0.004489276626681207
3pwd,decoy,3pwd_decoy_9_pose_1,0,0,0.34883616769107795,0,0.07600872410032715
6pyz,decoy,6pyz_decoy_6_pose_2,0,0,0.22465922276562147,0,0.025286259541984733
4v01,decoy,4v01_decoy_6_pose_2,0,1,0.5158450704225354,0,0.13414213013449655
4bkt,decoy,4bkt_decoy_2_pose_4,0,0,0.19717399952537876,0,0.012213740458015267
4pfu,decoy,4pfu_decoy_2_pose_3,0,0,0.2693823935895617,0,0.017938931297709924
5h9q,decoy,5h9q_decoy_1_pose_2,0,0,0.34890797192161244,0,0.008651399491094147
4lzr,decoy,4lzr_decoy_6_pose_3,0,0,0.40170187793427237,0,0.03457668285912561
1jmg,decoy,1jmg_decoy_10_pose_1,0,0,0.29086992521808674,0,0.054684660123591425
3hku,decoy,3hku_decoy_1_pose_4,0,0,0.262888023223934,0,0.014267539076699382
4ad3,decoy,4ad3_decoy_6_pose_3,0,0,0.3443368544600938,0,0.1645704592269478
5iwg,decoy,5iwg_decoy_8_pose_2,0,1,0.5253502233949784,0,0.022491821155943295
2pvm,decoy,2pvm_decoy_5_pose_3,0,0,0.4957453051643192,0,0.15088149763722283
3a4v,decoy,3a4v_decoy_4_pose_1,0,0,0.3197641623536144,0,0.03515994183933116
2xyt,decoy,2xyt_decoy_8_pose_2,0,0,0.37288080333854984,0,0.1085059978189749
5dh5,decoy,5dh5_decoy_6_pose_2,0,0,0.36728415976730405,0,0.032315521628498725
4pum,decoy,4pum_decoy_6_pose_2,0,0,0.4465962441314554,0,0.10871501272264632
3gf2,decoy,3gf2_decoy_6_pose_5,0,0,0.35984412481747696,0,0.03180661577608142
6eya,decoy,6eya_decoy_7_pose_5,0,0,0.43177816901408445,0,0.025445292620865142
3f8e,decoy,3f8e_decoy_3_pose_2,0,0,0.13709445868790282,0,0.0
3sfi,decoy,3sfi_decoy_8_pose_4,0,0,0.43060446009389675,0,0.09213013449654671
4h3g,decoy,4h3g_decoy_8_pose_3,0,0,0.17343798563148421,0,0.019538349691021445
3fj7,decoy,3fj7_decoy_8_pose_3,0,0,0.23506430650972135,0,0.009541984732824428
5k0h,decoy,5k0h_decoy_5_pose_1,0,0,0.3825038646513225,0,0.01743002544529262
6gwr,decoy,6gwr_decoy_2_pose_1,0,0,0.3006174581674042,0,0.019083969465648856
4avh,decoy,4avh_decoy_2_pose_1,0,0,0.2779790379620663,0,0.00801526717557252
3aas,decoy,3aas_decoy_7_pose_1,0,0,0.1499402043792782,0,0.020774263904034897
3dc3,decoy,3dc3_decoy_2_pose_5,0,0,0.4009683098591551,0,0.1044892766266812
6b7b,decoy,6b7b_decoy_8_pose_4,0,0,0.23999218925359436,0,0.018193384223918575
1a9m,decoy,1a9m_decoy_1_pose_3,0,0,0.4334116358667903,0,0.04329334787350054
5een,decoy,5een_decoy_7_pose_4,0,0,0.36390125138391594,0,0.019820065430752452
5u28,decoy,5u28_decoy_1_pose_3,0,0,0.2682234666485451,0,0.0025445292620865138
4yxi,decoy,4yxi_decoy_7_pose_5,0,0,0.28949131103504716,0,0.056732400339270565
6b7b,decoy,6b7b_decoy_5_pose_2,0,0,0.4407656063975559,0,0.09083969465648854
1hvr,decoy,1hvr_decoy_6_pose_3,0,1,0.5494424882629109,0,0.08066157760814248
6ma4,decoy,6ma4_decoy_9_pose_5,0,0,0.36074002930583543,0,0.04847328244274809
1a9m,decoy,1a9m_decoy_10_pose_4,0,0,0.4512910798122066,0,0.03551435841512177
4hwt,decoy,4hwt_decoy_8_pose_3,0,0,0.1238294427526538,0,0.03089785532533624
3czv,decoy,3czv_decoy_5_pose_5,0,0,0.18998823591498806,0,0.0
1pu7,decoy,1pu7_decoy_10_pose_1,0,0,0.27273389145971005,0,0.01470374409305707
3hzm,decoy,3hzm_decoy_10_pose_2,0,0,0.24456607153645554,0,0.009701017811704835
5dey,decoy,5dey_decoy_3_pose_4,0,0,0.4102112676056338,0,0.13683206106870233
3v2p,decoy,3v2p_decoy_10_pose_4,0,0,0.23229642708224413,0,0.0030534351145038168
1ywr,decoy,1ywr_decoy_6_pose_5,0,0,0.3375659858854276,0,0.06102932267054405
5caq,decoy,5caq_decoy_1_pose_1,0,0,0.39135080617622037,0,0.05596904156064462
3lka,decoy,3lka_decoy_5_pose_1,0,0,0.3751910795608771,0,0.04363867684478371
6a1g,decoy,6a1g_decoy_1_pose_1,0,0,0.3546151378079659,0,0.021746637586332242
2qg2,decoy,2qg2_decoy_3_pose_3,0,0,0.4103188041681215,0,0.03534169392948018
3hzm,decoy,3hzm_decoy_5_pose_5,0,0,0.35996588301862803,0,0.008905852417302797
2nmx,decoy,2nmx_decoy_8_pose_3,0,0,0.1833497676432377,0,0.04656488549618321
3t01,decoy,3t01_decoy_1_pose_5,0,0,0.28904545274579424,0,0.013486005089058523
5mrp,decoy,5mrp_decoy_3_pose_3,0,0,0.18426879084807424,0,0.01962013813158851
2nmx,decoy,2nmx_decoy_1_pose_1,0,0,0.32100864802189505,0,0.03135223555070883
6a1g,decoy,6a1g_decoy_8_pose_4,0,0,0.3325472048093876,0,0.0057251908396946565
3vvy,pose,3vvy_pose_1,0,0,0.4863556338028168,0,0.1712422755361687
3vvy,pose,3vvy_pose_2,0,1,0.5350645539906103,0,0.20131012964982428
1nhu,decoy,1nhu_decoy_2_pose_5,0,0,0.4068368544600939,0,0.08365139949109415
3vvy,pose,3vvy_pose_5,0,0,0.44879694835680756,0,0.14083363625348358
3hk1,decoy,3hk1_decoy_6_pose_4,0,0,0.28049619608968696,0,0.055216284987277355
4q1x,decoy,4q1x_decoy_10_pose_4,0,0,0.33140460653923254,0,0.01154125772446383
6gfz,decoy,6gfz_decoy_1_pose_5,0,0,0.389452061683571,0,0.05930570701563067
2ewb,decoy,2ewb_decoy_9_pose_2,0,0,0.27082329766819974,0,0.0015267175572519084
4zji,decoy,4zji_decoy_3_pose_2,0,0,0.2574036594744558,0,0.00386223191566703
2ovv,decoy,2ovv_decoy_6_pose_2,0,0,0.3500850231949696,0,0.023218829516539443
1j0x,decoy,1j0x_decoy_5_pose_5,0,0,0.27861409144697696,0,0.0043620501635768805
5sym,decoy,5sym_decoy_9_pose_4,0,0,0.3333466709346991,0,0.008587786259541985
6mu7,decoy,6mu7_decoy_2_pose_2,0,0,0.2633016878363462,0,0.02321882951653944
4x6i,decoy,4x6i_decoy_3_pose_5,0,0,0.16695903476633503,0,0.0
5sym,decoy,5sym_decoy_5_pose_4,0,0,0.22189876982379497,0,0.012722646310432571
3d0b,decoy,3d0b_decoy_2_pose_1,0,0,0.44106255178127607,0,0.08838604143947655
4zji,decoy,4zji_decoy_1_pose_1,0,0,0.24375593818811145,0,0.019720101781170483
5cy9,decoy,5cy9_decoy_8_pose_4,0,0,0.23625522451414774,0,0.02614503816793893
4cu7,decoy,4cu7_decoy_8_pose_4,0,0,0.38450824967833946,0,0.021310432569974558
2yay,decoy,2yay_decoy_2_pose_2,0,0,0.3006217807096262,0,0.006679389312977099
1sb1,decoy,1sb1_decoy_10_pose_2,0,0,0.39121813147347095,0,0.05292166484914577
2pov,decoy,2pov_decoy_5_pose_1,0,0,0.37411971830985913,0,0.0692757412223061
7std,decoy,7std_decoy_7_pose_2,0,0,0.43412558685446007,0,0.04296619411123227
5cc2,decoy,5cc2_decoy_9_pose_4,0,0,0.3070430335248014,0,0.06547921967769298
5a6x,decoy,5a6x_decoy_2_pose_1,0,0,0.4169855202221809,0,0.07010178117048346
3gqz,decoy,3gqz_decoy_4_pose_1,0,0,0.3069423612426751,0,0.015267175572519083
1add,decoy,1add_decoy_8_pose_1,0,0,0.3539104649885286,0,0.02465467102871683
1s39,decoy,1s39_decoy_10_pose_2,0,0,0.1962482993569155,0,0.0025445292620865138
4n6z,decoy,4n6z_decoy_5_pose_2,0,0,0.3549215623336887,0,0.04379770992366412
1q8t,decoy,1q8t_decoy_8_pose_3,0,0,0.4496927803379415,0,0.02161941112322792
4u54,decoy,4u54_decoy_5_pose_3,0,0,0.1278489352162287,0,0.0009541984732824427
2xbv,decoy,2xbv_decoy_10_pose_5,0,0,0.2788533248369055,0,0.026444929116684838
5exn,decoy,5exn_decoy_6_pose_3,0,0,0.24019561591020028,0,0.0
3ozg,decoy,3ozg_decoy_8_pose_5,0,0,0.25028197201264457,0,0.0
5cc2,decoy,5cc2_decoy_3_pose_1,0,0,0.2645426314400233,0,0.00826972010178117
5m7u,decoy,5m7u_decoy_10_pose_3,0,0,0.403125705115221,0,0.010659760087241003
1fpc,decoy,1fpc_decoy_3_pose_4,0,0,0.27781088139663296,0,0.11949745547073792
6gw4,decoy,6gw4_decoy_6_pose_3,0,0,0.245621098267689,0,0.02564067611777535
3g3r,decoy,3g3r_decoy_3_pose_5,0,0,0.33043893002207664,0,0.032697201017811706
3uex,decoy,3uex_decoy_9_pose_4,0,0,0.32260739232140817,0,0.04090330788804071
5qa8,decoy,5qa8_decoy_4_pose_4,0,0,0.4308978873239437,0,0.003816793893129771
6gjj,decoy,6gjj_decoy_10_pose_2,0,0,0.13275652461038653,0,0.0062704471101417665
4ban,decoy,4ban_decoy_1_pose_2,0,0,0.38726072359974845,0,0.07569974554707377
1s89,decoy,1s89_decoy_7_pose_3,0,0,0.2772970285283756,0,0.02767175572519084
1f7k,decoy,1f7k_decoy_3_pose_1,0,0,0.2419946631603916,0,0.015076335877862597
3pd8,decoy,3pd8_decoy_4_pose_3,0,0,0.4041852216238608,0,0.056424936386768446
6dj7,decoy,6dj7_decoy_4_pose_1,0,0,0.3430339430613184,0,0.0005452562704471101
6g0z,decoy,6g0z_decoy_9_pose_4,0,0,0.21109609241520927,0,0.0007633587786259542
1mq6,decoy,1mq6_decoy_5_pose_4,0,0,0.39968000963890465,0,0.04795831818732582
5u0y,decoy,5u0y_decoy_2_pose_2,0,0,0.17352003383464837,0,0.0063613231552162855
5umx,decoy,5umx_decoy_1_pose_1,0,0,0.3902312061570073,0,0.052153762268266075
5eqy,decoy,5eqy_decoy_10_pose_1,0,0,0.40066269320964165,0,0.020038167938931296
3pb8,decoy,3pb8_decoy_4_pose_3,0,0,0.4735492966715756,0,0.05557524536532171
3kek,decoy,3kek_decoy_2_pose_3,0,0,0.3459507042253521,0,0.05437113776808434
5b5f,decoy,5b5f_decoy_10_pose_2,0,0,0.3975628772635816,0,0.04780685811220162
5ljq,decoy,5ljq_decoy_3_pose_2,0,0,0.2680589777802957,0,0.09103053435114504
2j2u,decoy,2j2u_decoy_3_pose_5,0,0,0.3251860696816135,0,0.026762995274445655
3t01,decoy,3t01_decoy_6_pose_2,0,1,0.5005246306686567,0,0.033715012722646306
3bxd,decoy,3bxd_decoy_3_pose_5,0,0,0.37089108045641433,0,0.08870410759723736
1ogg,decoy,1ogg_decoy_8_pose_1,0,0,0.48400821596244126,0,0.11651672119229371
6gfz,decoy,6gfz_decoy_7_pose_2,0,0,0.354678806024123,0,0.03670483460559796
5sz6,pose,5sz6_pose_1,1,1,0.8823356807511737,1,0.8671331636980492
5sz6,pose,5sz6_pose_2,1,1,0.9421948356807509,1,0.8935478007997093
5sz6,pose,5sz6_pose_3,1,1,0.9787265258215964,1,0.9621864776444928
5sz6,pose,5sz6_pose_4,1,1,0.9762323943661971,1,0.9240821519447474
5sz6,pose,5sz6_pose_5,1,1,0.8827758215962442,1,0.8648582333696838
5sz6,pose,5sz6_pose_7,0,0,0.29445422535211274,0,0.13402399127589967
5sz6,pose,5sz6_pose_9,0,0,0.30941901408450695,0,0.14155155700957228
4kwf,decoy,4kwf_decoy_6_pose_3,0,1,0.5369718309859157,0,0.2048982188295166
5sz6,pose,5sz6_pose_12,0,0,0.22616373871497902,0,0.0613958560523446
1pyn,decoy,1pyn_decoy_9_pose_1,0,0,0.385811490369711,0,0.022582697201017812
5nya,decoy,5nya_decoy_3_pose_2,0,0,0.41550058755419605,0,0.06916727250696716
5xsj,decoy,5xsj_decoy_1_pose_4,0,0,0.38657893807574456,0,0.006138676844783714
4gu9,decoy,4gu9_decoy_8_pose_2,0,0,0.279963151823403,0,0.01946564885496183
6gfz,decoy,6gfz_decoy_6_pose_2,0,1,0.5007567333827525,0,0.13854507451835696
5xsj,decoy,5xsj_decoy_7_pose_2,0,0,0.3148060056886995,0,0.0316793893129771
4lzr,decoy,4lzr_decoy_1_pose_1,0,0,0.30916795670814684,0,0.052871683024354785
4f39,decoy,4f39_decoy_1_pose_5,0,0,0.438176458077323,0,0.030843329698291535
1pu7,decoy,1pu7_decoy_6_pose_4,0,0,0.4479166666666669,0,0.05734732824427481
5nyh,decoy,5nyh_decoy_5_pose_4,0,0,0.4835680751173707,0,0.11050527081061434
4v01,decoy,4v01_decoy_2_pose_3,0,0,0.45115242738482175,0,0.04103962195565249
3ip8,decoy,3ip8_decoy_4_pose_5,0,0,0.31022528427679763,0,0.04271628498727734
1b8y,decoy,1b8y_decoy_9_pose_1,0,0,0.4268471601969539,0,0.055916030534351145
3ibi,decoy,3ibi_decoy_4_pose_1,0,0,0.4630842653962993,0,0.1005452562704471
5t9u,decoy,5t9u_decoy_4_pose_4,0,0,0.15134598744323224,0,0.02035623409669211
4auj,decoy,4auj_decoy_6_pose_3,0,0,0.44310941406011817,0,0.08500545256270446
5ylt,decoy,5ylt_decoy_8_pose_1,0,0,0.38233568075117375,0,0.03156125045438023
5oh7,decoy,5oh7_decoy_8_pose_1,0,0,0.49867957746478875,0,0.15255816066884773
2oym,decoy,2oym_decoy_2_pose_4,0,0,0.41031612859183514,0,0.07326426753907671
4q93,decoy,4q93_decoy_6_pose_3,0,0,0.2628207282890794,0,0.008587786259541985
1so2,decoy,1so2_decoy_1_pose_1,0,0,0.4702171361502348,0,0.03448745910577971
1y20,decoy,1y20_decoy_2_pose_4,0,1,0.505575117370892,0,0.11469011268629589
4qsu,decoy,4qsu_decoy_4_pose_4,0,0,0.29989118252763214,0,0.01316793893129771
4eb8,decoy,4eb8_decoy_4_pose_4,0,0,0.20454857589995903,0,0.011959287531806617
6pyz,decoy,6pyz_decoy_4_pose_1,0,0,0.23107328288535775,0,0.023367260390161154
3v2p,decoy,3v2p_decoy_5_pose_4,0,0,0.3420608464075981,0,0.09943656852053798
6a1g,decoy,6a1g_decoy_10_pose_4,0,0,0.24553612113277257,0,0.01992457288258815
3iof,decoy,3iof_decoy_6_pose_4,0,0,0.41834605670166164,0,0.019720101781170483
1joc,decoy,1joc_decoy_10_pose_4,0,0,0.24989474174520646,0,0.04502605113292136
4x6i,decoy,4x6i_decoy_8_pose_1,0,0,0.2876561614376404,0,0.009541984732824428
1db1,decoy,1db1_decoy_5_pose_4,0,0,0.4828345070422535,0,0.11159881255301102
4bqh,decoy,4bqh_decoy_3_pose_3,0,0,0.41947336191059403,0,0.06577911062643887
5dh5,decoy,5dh5_decoy_10_pose_3,0,0,0.4043427230046948,0,0.07752938325457408
3c6k,decoy,3c6k_decoy_5_pose_4,0,0,0.20334901831439975,0,0.011704834605597963
1d4i,decoy,1d4i_decoy_8_pose_4,0,0,0.4448356807511738,0,0.027989821882951658
5nea,decoy,5nea_decoy_4_pose_3,0,0,0.39650994673270046,0,0.024045801526717557
4umc,decoy,4umc_decoy_8_pose_4,0,0,0.4323650234741783,0,0.043956743002544534
2cht,decoy,2cht_decoy_2_pose_1,0,0,0.24243134717802525,0,0.003816793893129771
5qa8,decoy,5qa8_decoy_2_pose_2,0,0,0.31250463803034256,0,0.01717557251908397
4hwp,decoy,4hwp_decoy_7_pose_4,0,0,0.2888315451728943,0,0.011723009814612866
3b7j,decoy,3b7j_decoy_8_pose_2,0,0,0.28106478713459043,0,0.08596873864049437
3ime,decoy,3ime_decoy_4_pose_3,0,0,0.36031189372664446,0,0.0012722646310432569
3kmx,pose,3kmx_pose_1,1,0,0.3194778966186978,0,0.13261541257724466
3kmx,pose,3kmx_pose_2,1,0,0.37809953880208036,0,0.16495365321701203
3kmx,pose,3kmx_pose_3,1,0,0.2980616051363259,0,0.15956470374409304
3kmx,pose,3kmx_pose_6,0,0,0.24602199144484024,0,0.03848600508905852
3kmx,pose,3kmx_pose_7,1,0,0.3014723314594734,0,0.12531352235550708
3kmx,pose,3kmx_pose_8,1,0,0.3184950275414705,0,0.1826472191930207
3kmx,pose,3kmx_pose_10,0,0,0.15273068734182527,0,0.024809160305343515
3b7j,decoy,3b7j_decoy_4_pose_4,0,0,0.28467849587108396,0,0.019783715012722646
3kmx,pose,3kmx_pose_13,0,0,0.27029363803554135,0,0.03740458015267176
1vg0,decoy,1vg0_decoy_7_pose_3,0,0,0.24950676851618894,0,0.0
4kfq,decoy,4kfq_decoy_6_pose_2,0,0,0.20804668654967315,0,0.026908396946564883
6gu6,decoy,6gu6_decoy_5_pose_4,0,0,0.43698583100819405,0,0.08795892402762633
1y20,decoy,1y20_decoy_7_pose_3,0,0,0.4568661971830988,0,0.11111414031261357
1drj,decoy,1drj_decoy_4_pose_4,0,0,0.48518192488262907,0,0.11137162244032475
5flq,decoy,5flq_decoy_5_pose_1,0,0,0.38654494253304517,0,0.020374409305707015
5h9q,decoy,5h9q_decoy_7_pose_2,0,0,0.24348533662879665,0,0.04793711377680843
3u9q,decoy,3u9q_decoy_7_pose_3,0,0,0.3631012846623468,0,0.010019083969465648
1ywr,decoy,1ywr_decoy_3_pose_4,0,0,0.4526115023474179,0,0.10288077062886224
2jke,decoy,2jke_decoy_10_pose_2,0,0,0.17506197483418343,0,0.025042408821034777
4x60,decoy,4x60_decoy_4_pose_2,0,0,0.28942887858415967,0,0.045292620865139945
3dx1,decoy,3dx1_decoy_2_pose_3,0,0,0.4346926129716594,0,0.028753180661577612
1ccw,decoy,1ccw_decoy_3_pose_5,0,0,0.30168873326676277,0,0.0576972010178117
2oor,pose,2oor_pose_4,0,0,0.4546654929577465,0,0.2942142251302557
2oor,pose,2oor_pose_5,0,0,0.40879845102912754,0,0.2633269720101781
2oor,pose,2oor_pose_7,0,0,0.42781690140845074,0,0.2649385072094996
4b5t,decoy,4b5t_decoy_5_pose_1,0,0,0.3207449725254898,0,0.01138676844783715
2oor,pose,2oor_pose_9,0,0,0.4376467136150235,0,0.2387192536047498
2oor,pose,2oor_pose_12,0,0,0.39920534133764346,0,0.21625318066157762
2oor,pose,2oor_pose_14,0,0,0.40478045870853535,0,0.23861323155216285
2oor,pose,2oor_pose_15,0,0,0.42987089201877937,0,0.25439385677935294
2oor,pose,2oor_pose_18,0,0,0.4274253278290433,0,0.20075275657336725
4p6c,decoy,4p6c_decoy_5_pose_3,0,0,0.3148107394366197,0,0.02035623409669211
3dc3,pose,3dc3_pose_1,0,0,0.21206265369997762,0,0.028971283169756452
3dc3,pose,3dc3_pose_2,0,0,0.1974765258215962,0,0.0732279171210469
3dc3,pose,3dc3_pose_5,0,0,0.13415671808938737,0,0.005597964376590331
3dc3,pose,3dc3_pose_14,1,1,0.9728579812206574,1,0.9661032351872045
4xtv,decoy,4xtv_decoy_8_pose_4,0,0,0.3300470171637946,0,0.04045801526717557
1q54,pose,1q54_pose_2,1,0,0.4924651405937408,0,0.4241821155943293
1q54,pose,1q54_pose_3,1,1,0.5409330985915493,0,0.44646492184660114
1q54,pose,1q54_pose_5,0,0,0.375818032884966,0,0.2673027989821883
1q54,pose,1q54_pose_6,1,1,0.5602992957746481,0,0.39602417302798976
3jup,pose,3jup_pose_2,1,1,0.6193191773901717,0,0.2094738276990185
1q54,pose,1q54_pose_8,0,0,0.4269366197183099,0,0.3273218829516539
3jup,pose,3jup_pose_3,1,0,0.4220371134969936,0,0.0616957470010905
1q54,pose,1q54_pose_9,0,0,0.295567054875054,0,0.18428298800436205
3jup,pose,3jup_pose_9,0,0,0.31080251594827935,0,0.04423845874227554
3jup,pose,3jup_pose_10,1,1,0.6564940442745456,0,0.31617139222101054
3jup,pose,3jup_pose_11,0,0,0.3227395080321675,0,0.04198473282442749
3jup,pose,3jup_pose_14,0,0,0.33524994715727047,0,0.11721192293711377
5f8y,decoy,5f8y_decoy_6_pose_4,0,0,0.14695773614335764,0,0.02099236641221374
3uex,pose,3uex_pose_1,0,0,0.3352534916531324,0,0.2669425993853475
3uex,pose,3uex_pose_3,0,0,0.4022460725187753,0,0.2682390976284107
3uex,pose,3uex_pose_11,0,0,0.14982849012421798,0,0.08641857506361324
2gsr,decoy,2gsr_decoy_2_pose_5,0,0,0.27803832800725925,0,0.008178844056706653
4gu9,decoy,4gu9_decoy_4_pose_1,0,0,0.4349363230185265,0,0.20107991033563552
3kek,decoy,3kek_decoy_9_pose_2,0,0,0.418019894730703,0,0.05448018902217375
6f20,decoy,6f20_decoy_1_pose_1,0,0,0.44397968710350616,0,0.04052162849872773
5eqy,decoy,5eqy_decoy_9_pose_4,0,0,0.31496996680436035,0,0.07568157033805889
5b5f,decoy,5b5f_decoy_7_pose_1,0,1,0.5482687793427231,0,0.021319520174482007
1f5l,decoy,1f5l_decoy_2_pose_1,0,0,0.16972837585793632,0,0.04464425523585829
4i3z,decoy,4i3z_decoy_9_pose_1,0,0,0.24187990201289278,0,0.004770992366412214
