Compound,Label,SB_con,SB_pre,MB_con,MB_pre,SO_con,SO_pre,MO_con,MO_pre,Consensus_con,Consensus_pre,Receptor
ZINC04427855,0,0.8280515279009256,1,0.4254694835680752,0,0.3336267605633802,0,0.2469283896764812,0,0.45851904042721553,0,HDAC2_protein_receptor.pdbqt
ZINC04430601,0,0.2288774144195831,0,0.2474878203259511,0,0.0196938559782803,0,0.0291984732824427,0,0.1313143910015643,0,HDAC2_protein_receptor.pdbqt
ZINC04450402,0,0.6608362019506598,1,0.48268779342723,0,0.1037673028870748,0,0.1291954440809402,0,0.3441216855864762,0,P38-alpha_protein_receptor.pdbqt
ZINC04450621,0,0.672052495697074,1,0.3976270273986088,0,0.4457159624413144,0,0.1764312977099237,0,0.42295669581173023,0,DHFR_protein_receptor.pdbqt
ZINC04452568,0,0.7525690061834641,1,0.3754571802621052,0,0.1849666197361017,0,0.1693565976008724,0,0.3705873509456359,0,HDAC2_protein_receptor.pdbqt
ZINC04452977,0,0.4859676802447889,0,0.1437652196648678,0,0.0117622643635796,0,0.020174482006543,0,0.16541741156994486,0,JAK3_protein_receptor.pdbqt
ZINC04456398,0,0.7278565923144237,1,0.3113676547530592,0,0.0470592716221821,0,0.0651399491094147,0,0.28785586694976995,0,HDAC2_protein_receptor.pdbqt
ZINC04457540,0,0.7480620896283546,1,0.563380281690141,1,0.2904309367238991,0,0.2701108687749909,0,0.4679960442043464,0,HSP90_protein_receptor.pdbqt
ZINC04457690,0,0.4290909670427744,0,0.2812515663805069,0,0.042036116690574,0,0.0389949109414758,0,0.1978433902638328,0,PI3Kg_protein_receptor.pdbqt
ZINC04458649,0,0.5462087165400418,1,0.4308034552112373,0,0.105128179275275,0,0.1426738761662425,0,0.30620355679819916,0,PPARG_protein_receptor.pdbqt
ZINC04459775,0,0.830593803786575,1,0.5248598069900886,1,0.1889466428550982,0,0.234996364958197,0,0.44484915464748964,0,ERBB2_protein_receptor.pdbqt
ZINC04475072,0,0.6493354369860397,1,0.3386150234741784,0,0.5246478873239435,1,0.2520992366412213,0,0.4411743961063457,0,ACE_protein_receptor.pdbqt
ZINC04475074,0,0.5141677822400715,1,0.3567533980329948,0,0.1123343323353644,0,0.1595965103598691,0,0.285713005742075,0,HSP90_protein_receptor.pdbqt
ZINC04475651,0,0.6821691528016829,1,0.4770074006379242,0,0.1174340929406786,0,0.1449654671028716,0,0.35539402837078926,0,DHFR_protein_receptor.pdbqt
ZINC04476668,0,0.8203249505960348,1,0.3390551643192488,0,0.0304954732693425,0,0.0140676117775354,0,0.3009857999905404,0,HDAC2_protein_receptor.pdbqt
ZINC04477387,0,0.6549531459170014,1,0.4243082609129956,0,0.1785509858459095,0,0.2472949230582817,0,0.376276828933547,0,PNP_protein_receptor.pdbqt
ZINC04477389,0,0.5799531459170012,1,0.434712441314554,0,0.1591994398165881,0,0.2055934205743366,0,0.34486461190562,0,PNP_protein_receptor.pdbqt
ZINC04477440,0,0.4186077643908969,0,0.2548548003306547,0,0.0313515338694565,0,0.0441596995032109,0,0.18724344952355476,0,DHFR_protein_receptor.pdbqt
ZINC04478235,0,0.5992597373621471,1,0.2457648726830391,0,0.157107285552857,0,0.068384223918575,0,0.26762902987915455,0,JNK2_protein_receptor.pdbqt
ZINC04478241,0,0.688300822336967,1,0.3304997107185236,0,0.1810892882831587,0,0.187631770265358,0,0.3468803979010018,0,JAK3_protein_receptor.pdbqt
ZINC04478242,0,0.7927280550774525,1,0.5877347417840374,1,0.4805043496271747,0,0.4251825782360133,0,0.5715374311811695,1,PI3Kg_protein_receptor.pdbqt
ZINC04478245,0,0.6473951360999554,1,0.3145539906103287,0,0.2774556823700825,0,0.1816339512904398,0,0.3552596900927016,0,HSP90_protein_receptor.pdbqt
ZINC04483751,0,0.6014438707209792,1,0.2452397888748473,0,0.103638414486992,0,0.1209560159941839,0,0.26781952251925056,0,JNK2_protein_receptor.pdbqt
ZINC04487018,0,0.4475760183591509,0,0.3838591190935942,0,0.069434467536937,0,0.0505089058524173,0,0.23784462771052484,0,ACHE_protein_receptor.pdbqt
ZINC04487231,0,0.794457193854784,1,0.4551056338028168,0,0.0362428814439648,0,0.0418347873500545,0,0.33191012411290505,0,ACE_protein_receptor.pdbqt
ZINC04487583,0,0.604408108624976,1,0.2844884150579245,0,0.0180931308535624,0,0.0532442748091603,0,0.2400584823364058,0,PNP_protein_receptor.pdbqt
ZINC04488594,0,0.5984939759036146,1,0.3382381618193206,0,0.0911030075931268,0,0.092620865139949,0,0.2801140026140027,0,ADRB2_protein_receptor.pdbqt
ZINC04490362,0,0.7108617007713393,1,0.4463028169014085,0,0.1146468835088088,0,0.0864003998545983,0,0.33955295025903875,0,PPARG_protein_receptor.pdbqt
ZINC04491666,0,0.4400554599349779,0,0.3781545315800749,0,0.0287094527663052,0,0.0606673330909972,0,0.2268966943430888,0,TS_protein_receptor.pdbqt
ZINC04492124,0,0.6916403710078407,1,0.3751467136150235,0,0.1193396058733593,0,0.1203653217011995,0,0.32662300304935576,0,PNP_protein_receptor.pdbqt
ZINC04492834,0,0.6673478908418667,1,0.2128327102209803,0,0.0520686651024296,0,0.0428435114503816,0,0.24377319440391454,0,HDAC2_protein_receptor.pdbqt
ZINC04494714,0,0.5912140625996047,1,0.5267018779342723,1,0.2315744466800804,0,0.3161304980007269,0,0.4164052213036711,0,HSP90_protein_receptor.pdbqt
ZINC04501363,0,0.6668340026773761,1,0.3470136293954202,0,0.0623637378204061,0,0.0732551799345692,0,0.2873666374569429,0,PNP_protein_receptor.pdbqt
ZINC04503227,0,0.4802981768343214,0,0.2781231149381146,0,0.0355568318981853,0,0.0168575063613231,0,0.2027089075079861,0,P38-alpha_protein_receptor.pdbqt
ZINC04503946,0,0.5510390769426914,1,0.4617077464788731,0,0.2048993288607662,0,0.1751045074518356,0,0.34818766493354153,0,JAK3_protein_receptor.pdbqt
ZINC04511205,0,0.7050152992924077,1,0.3839495305164319,0,0.2352586939282119,0,0.1663804071246819,0,0.37265098271543334,0,PNP_protein_receptor.pdbqt
ZINC04511208,0,0.5035013068145598,1,0.3536352953908914,0,0.2472009506218647,0,0.2071474009451109,0,0.3278712384431067,0,PI3Kg_protein_receptor.pdbqt
ZINC04511292,0,0.8582918977497287,1,0.4769659624413145,0,0.2633433405339314,0,0.2291757542711741,0,0.45694423874903717,0,PNP_protein_receptor.pdbqt
ZINC04515567,0,0.4981951615987761,0,0.2935933126346949,0,0.0649575080939339,0,0.0373046165030897,0,0.22351264970762363,0,DHFR_protein_receptor.pdbqt
ZINC04516826,0,0.7108083126155414,1,0.4382335680751174,0,0.0694693729170489,0,0.0995547073791348,0,0.32951649024671065,0,PPARG_protein_receptor.pdbqt
ZINC04516838,0,0.7195258668150233,1,0.5473884976525821,1,0.2187131793102237,0,0.2727917121046892,0,0.43960481397062956,0,PPARG_protein_receptor.pdbqt
ZINC04517925,0,0.6795140880984255,1,0.3678877623981435,0,0.1146156062747222,0,0.0925254452926208,0,0.31363572551597796,0,ADRB2_protein_receptor.pdbqt
ZINC04518748,0,0.5729728437559762,1,0.3082140086148113,0,0.0610057641822135,0,0.0622591784805525,0,0.2511129487583884,0,HDAC2_protein_receptor.pdbqt
ZINC04520318,0,0.4370816599732261,0,0.2595850382615682,0,0.01321982375198,0,0.013295165394402,0,0.1807954218452941,0,DHFR_protein_receptor.pdbqt
ZINC04521718,0,0.4395654044750431,0,0.2080089248606237,0,0.006118650921924,0,0.010178117048346,0,0.16596777432648419,0,DHFR_protein_receptor.pdbqt
ZINC04521975,0,0.2664172563268949,0,0.326021342546292,0,0.0418193816763366,0,0.0420392584514721,0,0.1690743097502489,0,ACHE_protein_receptor.pdbqt
ZINC04526092,0,0.6996470007012177,1,0.4936913145539905,0,0.0461823342700408,0,0.1663758633224282,0,0.35147412821191926,0,TS_protein_receptor.pdbqt
ZINC04527852,0,0.7857485497545736,1,0.471244131455399,0,0.367721777131525,0,0.2567611777535442,0,0.4703689090237604,0,ADRB2_protein_receptor.pdbqt
ZINC04528011,0,0.7994056311827398,1,0.5274354460093897,1,0.0348500159150495,0,0.0861777535441657,0,0.3619672116628362,0,HIV1PR_protein_receptor.pdbqt
ZINC04528647,0,0.5501027921208645,1,0.3593659531782691,0,0.0233345552501077,0,0.0490458015267175,0,0.24546227551898972,0,PNP_protein_receptor.pdbqt
ZINC04531503,0,0.7340393319308982,1,0.3870305164319249,0,0.246632423993801,0,0.198960983884648,0,0.391665814060318,0,PPARG_protein_receptor.pdbqt
ZINC04532119,0,0.2929495760821062,0,0.2148362281192854,0,0.0180225526991598,0,0.0097010178117048,0,0.13387734367806403,0,P38-alpha_protein_receptor.pdbqt
ZINC04535360,0,0.4582942882641678,0,0.4335277929792169,0,0.1312352358158348,0,0.1248818611414031,0,0.2869847945501557,0,ACHE_protein_receptor.pdbqt
ZINC04536350,0,0.3503083763625933,0,0.3946361121802609,0,0.0461432493151555,0,0.0449018538713195,0,0.2089973979323323,0,ERBB2_protein_receptor.pdbqt
ZINC04536492,0,0.2951233505450372,0,0.331064836294703,0,0.0344753624397618,0,0.0621137768084333,0,0.18069433152198383,0,ACHE_protein_receptor.pdbqt
ZINC04536986,0,0.6217616497736981,1,0.4599960876369329,0,0.0780533354683603,0,0.122871985944505,0,0.3206707647058741,0,PNP_protein_receptor.pdbqt
ZINC04536989,0,0.6828129980238414,1,0.48943661971831,0,0.088960698780517,0,0.1254498364231188,0,0.3466650382364468,0,PNP_protein_receptor.pdbqt
ZINC04539377,0,0.6797858099062921,1,0.4608020035425217,0,0.3568202694427433,0,0.1944505028474494,0,0.4229646464347517,0,PI3Kg_protein_receptor.pdbqt
ZINC04539530,0,0.6520032510996364,1,0.5258215962441315,1,0.2153417317812498,0,0.2515358051617593,0,0.4111755960716943,0,HSP90_protein_receptor.pdbqt
ZINC04542531,0,0.7894195830942817,1,0.4546542072950523,0,0.2261574726878287,0,0.1885132679025808,0,0.4146861327449358,0,PPARG_protein_receptor.pdbqt
ZINC04543085,0,0.7539523172053293,1,0.3155068080009177,0,0.1333423772768034,0,0.0725083440732295,0,0.31882746163906994,0,PPARG_protein_receptor.pdbqt
ZINC04543748,0,0.7146777586536625,1,0.3445619991901742,0,0.2085327974537588,0,0.109990306555192,0,0.3444407154631968,0,PPARG_protein_receptor.pdbqt
ZINC04545643,0,0.4212588449034231,0,0.3930638137629503,0,0.0195558043539594,0,0.0198473282442748,0,0.21343144781615192,0,ERBB2_protein_receptor.pdbqt
ZINC04546031,0,0.3460027700991555,0,0.2723253682262422,0,0.044485405654279,0,0.0267175572519083,0,0.17238277530789625,0,JAK3_protein_receptor.pdbqt
ZINC04550634,0,0.6693002167399758,1,0.4759573702376863,0,0.0840039418082092,0,0.0969829153035259,0,0.3315611110223493,0,JAK3_protein_receptor.pdbqt
ZINC04552374,0,0.4440786957353222,0,0.3207083658579859,0,0.0793631583124014,0,0.0621501272264631,0,0.22657508678304314,0,DHFR_protein_receptor.pdbqt
ZINC04554076,0,0.3163367756741251,0,0.3166890116191231,0,0.0450265020050515,0,0.0383042529989094,0,0.17908913557430228,0,TS_protein_receptor.pdbqt
ZINC04556614,0,0.5068073882832922,1,0.3462131168699459,0,0.0613979669672571,0,0.0753847085908154,0,0.24745079517782764,0,Thrombin_protein_receptor.pdbqt
ZINC04556855,0,0.6437663351819979,1,0.3197683227738958,0,0.0994007706586809,0,0.0695928753180661,0,0.28313207598316015,0,PNP_protein_receptor.pdbqt
ZINC04557289,0,0.1997513864983744,0,0.2208758568446094,0,0.0135295102152285,0,0.0255089058524173,0,0.11491641485265741,0,P38-alpha_protein_receptor.pdbqt
ZINC04560207,0,0.5506438452221584,1,0.3953044503820541,0,0.0845365530797853,0,0.0635496183206106,0,0.27350861675115207,0,Thrombin_protein_receptor.pdbqt
ZINC04561128,0,0.8219783897494741,1,0.3854166666666667,0,0.154662466449093,0,0.0766312250090876,0,0.35967218696858033,0,ACE_protein_receptor.pdbqt
ZINC04563892,0,0.5433822591955122,1,0.5676630706223155,1,0.075013111982841,0,0.1628771355870591,0,0.33723389434693196,0,PNP_protein_receptor.pdbqt
ZINC04566610,0,0.4975672531395422,0,0.3062325382354717,0,0.0514597433435248,0,0.0603841027505149,0,0.2289109093672634,0,PNP_protein_receptor.pdbqt
ZINC04568157,0,0.412470689729726,0,0.4979460093896712,0,0.3569521791860073,0,0.2209651035986913,0,0.372083495476024,0,P38-alpha_protein_receptor.pdbqt
ZINC04570505,0,0.4819747242940015,0,0.2914368566910447,0,0.0619159052808699,0,0.047264631043257,0,0.22064802932729327,0,HDAC2_protein_receptor.pdbqt
ZINC04571529,0,0.3841771849301968,0,0.4805643076474493,0,0.154825470762949,0,0.116494002181025,0,0.284015241380405,0,P38-alpha_protein_receptor.pdbqt
ZINC04571585,0,0.1815667431631286,0,0.2019149271406482,0,0.0247723237192128,0,0.0241730279898218,0,0.10810675550320284,0,HDAC2_protein_receptor.pdbqt
ZINC04573348,0,0.8079763498438198,1,0.3801241795814108,0,0.0205016761069267,0,0.0183206106870229,0,0.3067307040547951,0,PNP_protein_receptor.pdbqt
ZINC04575248,0,0.6477640721616628,1,0.4914906103286386,0,0.165531117868051,0,0.1656761177753544,0,0.36761547953342666,0,PPARG_protein_receptor.pdbqt
ZINC04581183,0,0.6408706253585772,1,0.2985419933014415,0,0.0644163609367179,0,0.0882406397673573,0,0.27301740484102344,0,JNK2_protein_receptor.pdbqt
ZINC04582749,0,0.6655471090712051,1,0.2942067530525972,0,0.1207413900978695,0,0.0414485641584878,0,0.2804859540950399,0,PPARG_protein_receptor.pdbqt
ZINC04582802,0,0.5079556320520179,1,0.3522980073070465,0,0.0167397873352876,0,0.0453562340966921,0,0.23058741519776102,0,DHFR_protein_receptor.pdbqt
ZINC04582934,0,0.7322695544081085,1,0.4567194835680751,0,0.1213382771131368,0,0.1111989579546831,0,0.3553815682610009,0,PPARG_protein_receptor.pdbqt
ZINC04583951,0,0.7263841078600114,1,0.3755868544600939,0,0.0810443904459757,0,0.0912919777423594,0,0.31857683262711006,0,ACE_protein_receptor.pdbqt
ZINC04587400,0,0.7160762096003059,1,0.7061326291079811,1,0.2819400160637308,0,0.3943656852053799,0,0.5246286349943494,1,PI3Kg_protein_receptor.pdbqt
ZINC04591924,0,0.8438420348058902,1,0.4063967136150236,0,0.1248341866933983,0,0.1613261844177874,0,0.3840997798830249,0,ACE_protein_receptor.pdbqt
ZINC04593407,0,0.4268980684643335,0,0.2177185051325871,0,0.0127407601061574,0,0.022815945716709,0,0.17004331985494675,0,ACE_protein_receptor.pdbqt
ZINC04594173,0,0.6520630139606043,1,0.5156973652348357,1,0.1795149755366509,0,0.2084287531806615,0,0.3889260269781881,0,HSP90_protein_receptor.pdbqt
ZINC04594205,0,0.6258781156371516,1,0.4678697183098591,0,0.0721755603019993,0,0.0500681570338058,0,0.30399788782070397,0,PI3Kg_protein_receptor.pdbqt
ZINC04595703,0,0.6096528973035,1,0.4630281690140843,0,0.0993300104833248,0,0.1200018175209014,0,0.32300322358045264,0,TS_protein_receptor.pdbqt
ZINC04596705,0,0.4873350545037291,0,0.3179284037558684,0,0.1307505315982087,0,0.0739216042651157,0,0.2524838985307305,0,JAK3_protein_receptor.pdbqt
ZINC04596720,0,0.463466564671384,0,0.4160931498079386,0,0.1336624613937975,0,0.0881043256997455,0,0.27533162539321643,0,HSP90_protein_receptor.pdbqt
ZINC04598093,0,0.5880187416331994,1,0.3220798803765353,0,0.0261898599532641,0,0.0434932751726644,0,0.2449454392839158,0,ACE_protein_receptor.pdbqt
ZINC04599818,0,0.6193894626123542,1,0.4474765258215962,0,0.2482814708864608,0,0.2390857869865503,0,0.38855831157674037,0,PNP_protein_receptor.pdbqt
ZINC04599819,0,0.4895606234461656,0,0.1704146762621208,0,0.0082014395752182,0,0.0032170119956379,0,0.16784843781978562,0,CATL_protein_receptor.pdbqt
ZINC04599881,0,0.6950117932045642,1,0.3398869184782158,0,0.0115631822088786,0,0.0152989821882951,0,0.26544021901998843,0,ACE_protein_receptor.pdbqt
ZINC04602386,0,0.6655686237011538,1,0.3907226404403431,0,0.0748325665474902,0,0.0416774065629027,0,0.2932003093129725,0,JAK3_protein_receptor.pdbqt
ZINC04602570,0,0.7969689725713824,1,0.4806338028169016,0,0.0205702724834031,0,0.0466921119592875,0,0.33621628995774366,0,ACE_protein_receptor.pdbqt
ZINC04602575,0,0.5826942691400523,1,0.3838303581821507,0,0.1210629570425908,0,0.0895856052344602,0,0.29429329739981347,0,HSP90_protein_receptor.pdbqt
ZINC04610659,0,0.6213329508510232,1,0.4762323943661972,0,0.0933845303569522,0,0.1120774263904034,0,0.325756825491144,0,PPARG_protein_receptor.pdbqt
ZINC04615155,0,0.8066719257984317,1,0.4509766934942991,0,0.2207267040182603,0,0.2273173391494002,0,0.4264231656150978,0,PNP_protein_receptor.pdbqt
ZINC04620640,0,0.8540622808695097,1,0.5297828638497653,1,0.1662913083344389,0,0.199568338785896,0,0.43742619795990245,0,HSP90_protein_receptor.pdbqt
ZINC04625854,0,0.514835532606617,1,0.2465202373995502,0,0.0061462446106082,0,0.006679389312977,0,0.19354535098243808,0,CATL_protein_receptor.pdbqt
ZINC04626150,0,0.6915399694014152,1,0.4174120032135774,0,0.0951547405670853,0,0.0805161759360232,0,0.32115572227952527,0,HDAC2_protein_receptor.pdbqt
ZINC04631838,0,0.5358529355517306,1,0.3724528392448528,0,0.0452169063302901,0,0.0839694656488549,0,0.2593730366939321,0,TS_protein_receptor.pdbqt
ZINC04633455,0,0.8111828265442724,1,0.5297828638497651,1,0.1903290070914237,0,0.1413425421059008,0,0.4181593098978405,0,HIV1PR_protein_receptor.pdbqt
ZINC04635044,0,0.3977999298782432,0,0.1971659555471776,0,0.0086781395065984,0,0.0072519083969465,0,0.1527239833322414,0,ACE_protein_receptor.pdbqt
ZINC04638068,0,0.405252757059986,0,0.4374298082098872,0,0.0791751948017184,0,0.0840648854961832,0,0.2514806613919437,0,JAK3_protein_receptor.pdbqt
ZINC04641265,0,0.5881279084592337,1,0.2424306072304256,0,0.0303620252321647,0,0.0302253725917848,0,0.22278647837840218,0,JAK3_protein_receptor.pdbqt
ZINC04642772,0,0.5809340536750176,1,0.3811014652428044,0,0.0471876429153873,0,0.0794211195928753,0,0.27216107035652115,0,Thrombin_protein_receptor.pdbqt
ZINC04645076,0,0.5108059221011029,1,0.3919753404249475,0,0.036719452529121,0,0.0368320610687022,0,0.2440831940309684,0,HSP90_protein_receptor.pdbqt
ZINC04647211,0,0.800341843564735,1,0.3364829064969156,0,0.3389022124875235,0,0.1124227553616866,0,0.39703742947771514,0,TS_protein_receptor.pdbqt
ZINC04649571,0,0.5594728118824503,1,0.3389775998589854,0,0.034752857811149,0,0.057218862562374,0,0.2476055330287397,0,PNP_protein_receptor.pdbqt
ZINC04649656,0,0.531122107477529,1,0.4009771569113171,0,0.2483531527873667,0,0.1844011268629589,0,0.3412133860097929,0,PI3Kg_protein_receptor.pdbqt
ZINC04649897,0,0.3712197998342577,0,0.350472503238512,0,0.0647869630461186,0,0.0779125772446382,0,0.21609796084088162,0,JNK2_protein_receptor.pdbqt
ZINC04650687,0,0.7610504789721655,1,0.4147593896713615,0,0.2553591893922626,0,0.1587089543196413,0,0.39746950308885776,0,TS_protein_receptor.pdbqt
ZINC04650840,0,0.6467194173519475,1,0.3742664319248825,0,0.0653191863961435,0,0.0712286441294074,0,0.28938341995059524,0,DHFR_protein_receptor.pdbqt
ZINC04651423,0,0.4074321093899407,0,0.2653327013362224,0,0.0411517030755382,0,0.0335241730279898,0,0.18686017170742275,0,ACE_protein_receptor.pdbqt
ZINC04653724,0,0.8396219799834257,1,0.3865903755868544,0,0.0482162688521909,0,0.0841481885375015,0,0.33964420323999317,0,HDAC2_protein_receptor.pdbqt
ZINC04653863,0,0.7516422834193918,1,0.4630281690140846,0,0.0150683562454889,0,0.0257633587786259,0,0.3138755418643978,0,HDAC2_protein_receptor.pdbqt
ZINC04655076,0,0.1280630458341301,0,0.3137284337771204,0,0.0676346193637147,0,0.07735368956743,0,0.1466949471355988,0,TS_protein_receptor.pdbqt
ZINC04659118,0,0.5951561657886959,1,0.4069011831211298,0,0.0245559580128923,0,0.0535986913849509,0,0.2700529995769172,0,ACE_protein_receptor.pdbqt
ZINC04663630,0,0.4720317779052718,0,0.3084029627629464,0,0.0034867238940704,0,0.0214376590330788,0,0.20133978089884186,0,ACE_protein_receptor.pdbqt
ZINC04664714,0,0.5697678158521532,1,0.4628814553990609,0,0.0290292672390304,0,0.0818565976008724,0,0.28588378402277925,0,ERBB2_protein_receptor.pdbqt
ZINC04670323,0,0.5423742589405239,1,0.4218104902446505,0,0.1175004601117413,0,0.0909941839331152,0,0.2931698483075077,0,ERBB2_protein_receptor.pdbqt
ZINC04670937,0,0.481956397016638,0,0.2379997187524221,0,0.1624046132607984,0,0.0564885496183206,0,0.23471231966204475,0,JAK3_protein_receptor.pdbqt
ZINC04671697,0,0.6619302607254414,1,0.3574623652859314,0,0.0384652218653718,0,0.0360914213013449,0,0.27348731729452236,0,PNP_protein_receptor.pdbqt
ZINC04673221,0,0.5847311323214938,1,0.4753334400341443,0,0.0109290765700976,0,0.0195019992729916,0,0.2726239120496818,0,JNK2_protein_receptor.pdbqt
ZINC04674291,0,0.4596194301013578,0,0.182024679715151,0,0.0381363721420938,0,0.02735368956743,0,0.17678354288150813,0,JNK2_protein_receptor.pdbqt
ZINC04675099,0,0.5751506024096384,1,0.3535798122065729,0,0.0975771341104703,0,0.0867260390161153,0,0.27825839693569926,0,PNP_protein_receptor.pdbqt
ZINC04675624,0,0.2809603493338432,0,0.3331836438294662,0,0.0566484813467665,0,0.0419665576154125,0,0.1781897580313721,0,P38-alpha_protein_receptor.pdbqt
ZINC04678453,0,0.5703265442723274,1,0.3783744131455399,0,0.0052552244878428,0,0.0314885496183206,0,0.24636118288100767,0,PNP_protein_receptor.pdbqt
ZINC04679320,0,0.3578265442723274,0,0.1752093521712204,0,0.0157150651236068,0,0.0,0,0.13718774039178863,0,P38-alpha_protein_receptor.pdbqt
ZINC04680174,0,0.624529865493721,1,0.4014697891993311,0,0.1480152473618059,0,0.1326532775960257,0,0.3266670449127209,0,DHFR_protein_receptor.pdbqt
ZINC04683343,0,0.4753761076050233,0,0.4008184408367791,0,0.1528077543031614,0,0.1497076820550103,0,0.2946774961999935,0,JNK2_protein_receptor.pdbqt
ZINC04684394,0,0.5661557485352666,1,0.4252703790664003,0,0.1569069254175208,0,0.1745348798783913,0,0.33071698322439474,0,P38-alpha_protein_receptor.pdbqt
ZINC04684711,0,0.6078647925033466,1,0.4782554978996787,0,0.2754505070452524,0,0.2271946564885496,0,0.39719136348420686,0,PI3Kg_protein_receptor.pdbqt
ZINC04685065,0,0.6996629374641421,1,0.3233011983991415,0,0.0896781841956477,0,0.0627226463104325,0,0.293841241592341,0,ERBB2_protein_receptor.pdbqt
ZINC04686653,0,0.4556161152546693,0,0.4233117199129736,0,0.095682446314223,0,0.132342784442021,0,0.2767382664809717,0,P38-alpha_protein_receptor.pdbqt
ZINC04688492,0,0.8520677949894818,1,0.5088028169014083,1,0.1216829309475779,0,0.1070565249000363,0,0.3974025169346261,0,HDAC2_protein_receptor.pdbqt
ZINC04689598,0,0.7191990182954037,1,0.3261919913442923,0,0.0855245812144255,0,0.073854961832061,0,0.3011926381715456,0,HDAC2_protein_receptor.pdbqt
ZINC04689610,0,0.2850760183591508,0,0.2938171900138393,0,0.1013278077677685,0,0.048059796437659,0,0.1820702031446044,0,P38-alpha_protein_receptor.pdbqt
ZINC04691248,0,0.4646570408618601,0,0.2559758885859618,0,0.0292056901303777,0,0.0309705561613958,0,0.19520229393489885,0,ADRB2_protein_receptor.pdbqt
ZINC04691868,0,0.74839118378275,1,0.4672828638497653,0,0.0681073310957139,0,0.1157897128316975,0,0.34989277288998166,0,ADRB2_protein_receptor.pdbqt
ZINC04691948,0,0.6477265483289576,1,0.4331182303796533,0,0.0239773825388813,0,0.0444111232279171,0,0.28730832111885235,0,CATL_protein_receptor.pdbqt
ZINC04694207,0,0.5263809205074265,1,0.5205399061032864,1,0.0212119934524379,0,0.0463996563233204,0,0.2786331190966178,0,JAK3_protein_receptor.pdbqt
ZINC04696842,0,0.3591986995601453,0,0.1984942471465547,0,0.1479262242004135,0,0.0676555632662502,0,0.1933186835433409,0,JAK3_protein_receptor.pdbqt
ZINC04696890,0,0.7558302473965126,1,0.4426349765258217,0,0.0203539360523043,0,0.0571246819338422,0,0.3189859604771202,0,ACE_protein_receptor.pdbqt
ZINC04698123,0,0.600145821380761,1,0.3437083637605528,0,0.2126525840889273,0,0.1114594692838967,0,0.3169915596285344,0,ERBB2_protein_receptor.pdbqt
ZINC04701015,0,0.3751553834385159,0,0.3388232229794503,0,0.0627900789789521,0,0.0249909123954925,0,0.20043989944810267,0,DHFR_protein_receptor.pdbqt
ZINC04701071,0,0.8050965767833239,1,0.4879694835680751,0,0.3333333333333333,0,0.2404534714649218,0,0.4667132162874135,0,HSP90_protein_receptor.pdbqt
ZINC04701445,0,0.2107525339453049,0,0.2979304207921427,0,0.0069517969966386,0,0.0279262086513994,0,0.1358902400963714,0,HDAC2_protein_receptor.pdbqt
ZINC04704351,0,0.7107700643845222,1,0.379831847834973,0,0.0626281895503755,0,0.0602962559069429,0,0.3033815894192034,0,ADRB2_protein_receptor.pdbqt
ZINC04705476,0,0.720074743418117,1,0.4417546948356807,0,0.0891950005106286,0,0.1161214103962195,0,0.3417864622901614,0,PPARG_protein_receptor.pdbqt
ZINC04705887,0,0.6890618027666221,1,0.4553826648814026,0,0.042159767548045,0,0.0673300617957106,0,0.31348357424794504,0,PNP_protein_receptor.pdbqt
ZINC04706229,0,0.5998796774399183,1,0.3339645071592607,0,0.1339556581378647,0,0.1031579425663395,0,0.2927394463258458,0,JNK2_protein_receptor.pdbqt
ZINC04707607,0,0.7605349971313825,1,0.3801349765258215,0,0.1757684813953512,0,0.158100084817642,0,0.36863463496754934,0,ACE_protein_receptor.pdbqt
ZINC04709453,0,0.6905407343660356,1,0.5705692488262911,1,0.1815992583181426,0,0.1758178844056707,0,0.404631781479035,0,PI3Kg_protein_receptor.pdbqt
ZINC04711292,0,0.2185041754318863,0,0.1167717034173592,0,0.013129000018402,0,0.0043893129770992,0,0.08819854796118667,0,P38-alpha_protein_receptor.pdbqt
ZINC04712260,0,0.8352728373812712,1,0.3361208920187793,0,0.4639084507042254,0,0.1307373076457045,0,0.44150987193749514,0,PPARG_protein_receptor.pdbqt
ZINC04713050,0,0.5208930961943011,1,0.3971537558685447,0,0.0927933588502239,0,0.1102735368956742,0,0.28027843695218596,0,DHFR_protein_receptor.pdbqt
ZINC04715688,0,0.6324886848983234,1,0.4794600938967137,0,0.1066665938483518,0,0.0857506361323155,0,0.3260915021939261,0,ERBB2_protein_receptor.pdbqt
ZINC04716623,0,0.5285411487218715,1,0.4724178403755869,0,0.0803452470253814,0,0.1619698897370653,0,0.3108185314649763,0,P38-alpha_protein_receptor.pdbqt
ZINC04718455,0,0.6004685408299867,1,0.5644072769953052,1,0.0687139392604646,0,0.0887949836423118,0,0.33059618518201705,0,HSP90_protein_receptor.pdbqt
ZINC04718830,0,0.3987521514629947,0,0.3785273478325786,0,0.0902895864953622,0,0.0528035259905489,0,0.2300931529453711,0,ACHE_protein_receptor.pdbqt
ZINC04720812,0,0.6578329189774972,1,0.375786817546281,0,0.0347965101964515,0,0.0625681570338059,0,0.28274610093850894,0,Thrombin_protein_receptor.pdbqt
ZINC04720866,0,0.5429798559316632,1,0.4749902190923316,0,0.19469354196348,0,0.1568247909850963,0,0.3423721019931427,0,HSP90_protein_receptor.pdbqt
